0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
427,0,-6,4,0,0,-4,1,1,5,-3,4,-1,-2,-4,-14,0,-3,1,1,5,-3,-11,-1,-3,1,2,-2494,2023,18
1334,0,-9,15,29,33,18,21,12,11,11,24,19,11,4,9,28,29,21,21,33,12,-12,20,14,16,18,-757,-804,-14
105,0,0,9,-5,-10,-4,-2,-4,9,7,19,-6,0,3,10,-2,-5,-3,-4,-2,-7,-1,-1,3,1,8,1210,-178,0
1385,0,-16,26,34,20,13,14,8,0,-2,44,18,8,-3,17,26,13,-2,18,19,8,13,10,9,12,2,-830,-890,-36
142,0,-17,-3,-5,-4,-4,-7,0,2,-1,13,-14,-14,-8,-2,-6,-6,4,-7,-4,1,0,-1,-14,-3,-6,2916,538,2
121,0,-31,-16,-8,-17,-17,-22,-13,-13,-6,2,-22,-22,-7,-33,-16,-20,-15,-16,-18,-19,-16,-7,-20,-6,-12,2516,828,8
872,0,-1,0,-8,-6,-6,-9,-10,-7,-14,8,-7,-3,-11,20,-7,8,-9,-5,-10,-4,-29,-8,-1,-10,-16,-3324,14,56
365,0,-32,-33,-38,-38,-41,-40,-47,-45,-81,-64,-33,-44,-45,-36,-34,-77,-36,-32,-42,-31,-59,-32,-46,-40,-57,-2593,-1002,68
1189,0,8,7,22,7,16,8,11,7,7,13,12,10,16,-7,18,11,13,16,7,10,15,12,10,13,10,2807,1764,0
401,0,-7,-5,-4,2,-4,3,-6,-2,4,4,-5,-7,-14,-4,0,2,1,-1,4,1,-7,-2,-9,-9,-5,2329,-682,-80
100,0,8,4,2,8,5,2,6,-1,0,-5,5,6,4,10,3,7,10,4,19,1,-20,1,8,6,15,3526,2635,-2
503,0,-14,-13,-16,-12,-11,-15,-16,-20,-25,3,-9,-16,-15,-13,-11,-25,28,-12,-6,-4,-42,-11,-22,-19,-21,1820,4184,-40
115,0,-16,-14,-12,-14,-16,-13,-10,-1,-1,13,-17,-11,-14,1,-16,-15,-10,-17,-12,-16,-9,-7,-7,-4,-2,1958,216,10
1407,0,-14,9,22,15,11,7,10,1,0,253,13,3,5,8,16,-4,-29,12,5,2,5,13,-1,14,2,-862,-1474,-38
1268,0,8,-3,0,2,5,6,11,16,15,21,-4,1,8,21,3,3,10,-1,0,4,8,-1,12,8,18,-1267,-604,-2
790,0,-14,-13,-20,-16,-19,-14,-12,-12,2,-25,-18,-17,-16,-16,-22,-20,-21,-19,-23,-19,10,-13,-11,-8,-19,-1826,-138,10
297,0,-44,-50,-48,-31,-49,-47,-48,-60,2,-68,-37,-38,-50,-38,-51,-47,-28,-45,-6,-46,3,-33,-42,-38,-40,-3792,-3166,55
449,0,-24,-17,-16,-22,-20,-15,-23,-6,-45,-57,-22,-24,-26,-29,-21,-32,-21,-16,-36,-20,-43,-14,-28,-19,-35,-3515,1958,95
97,0,29,29,31,24,29,44,25,41,17,28,22,28,3,3,30,34,21,27,8,24,7,20,46,24,43,-3176,-1773,-98
187,0,14,10,0,0,4,9,4,15,-60,49,13,7,3,20,9,-13,27,4,-11,11,-143,2,6,2,0,2850,-4588,7
672,0,4,12,23,23,21,12,15,23,11,7,9,11,2,20,17,19,16,20,14,16,18,14,11,13,5,482,-1190,-37
648,0,-21,-18,-15,-11,-16,-11,-17,-14,-67,-37,-15,-11,-9,-6,-14,45,-19,-13,-19,-18,-59,-17,-16,-20,-22,-4989,1567,-13
361,0,-4,-12,1,1,-3,-3,2,-3,17,33,0,-3,6,-2,1,-1,-3,0,-4,0,33,5,-7,4,-2,-4166,-561,-96
591,0,13,19,3,0,4,9,9,15,3,26,6,11,14,25,3,11,12,5,5,6,9,2,13,-2,7,-763,1043,16
331,0,-4,-3,-3,-6,-5,-4,-9,-8,5,12,-5,-5,3,-8,-1,1,-1,2,-1,-3,15,-5,-11,-15,3,188,-458,-108
888,0,5,18,-12,-17,-6,-7,-4,-3,-2,4,-6,1,-6,13,-12,-10,-1,-10,-5,-4,3,-7,4,-4,-4,4488,-578,33
255,0,10,14,17,11,11,15,12,7,10,21,11,9,10,3,15,12,10,12,22,15,5,12,12,10,13,2359,-876,-61
1426,0,20,16,2,-1,9,8,17,9,15,0,5,7,20,25,6,13,9,9,14,14,23,4,-1,6,11,-1128,1014,-38
605,0,-1,-2,-2,0,-1,-4,-6,-10,-28,19,-1,-3,-3,-11,-4,-1,1,-1,-4,-2,-63,-1,-3,-3,-8,-5484,2039,-32
213,0,-27,-11,-4,-19,-14,-20,-15,-18,-14,-3,-13,-13,-18,-14,-13,-18,-15,-12,-20,-14,-17,-5,-23,-10,-23,-622,72,8
509,0,-24,-22,-30,-23,-26,-26,-27,-27,-28,-7,-23,-26,-18,-14,-25,-38,-32,-25,-21,-24,-54,-28,-31,-32,-23,1874,1897,-50
169,0,-10,-7,-11,-12,-9,-11,-6,-14,-28,33,-10,-17,0,-22,-11,-22,-12,-12,-9,-9,-46,-7,-16,0,-15,2720,-1654,-74
800,0,-9,-10,2,9,-5,-2,-5,-1,-8,-15,1,-2,-14,6,4,1,-4,4,6,-3,4,-5,-4,-7,-7,948,-1906,22
981,0,6,8,6,-2,6,3,7,6,3,-14,8,6,10,5,6,-7,5,5,-4,4,52,11,0,11,2,-2481,1502,48
122,0,10,6,9,-3,8,9,9,6,-3,39,6,1,16,-12,4,-2,1,6,-6,-4,-106,7,1,17,-8,-1436,-1357,-86
784,0,-6,-6,-8,-6,-10,0,-6,-1,4,-40,-4,-2,-11,-10,-11,-13,-11,-9,-7,-10,20,-5,-4,-4,-1,-2138,-956,19
162,0,14,13,5,4,12,12,6,5,-35,9,8,3,7,9,12,8,14,10,0,7,-89,10,5,5,-2,2957,323,-29
211,0,17,11,5,2,9,10,5,2,-38,23,10,-4,-2,-24,14,-15,25,14,4,16,-88,6,-5,9,-12,2668,-4235,10
273,0,-17,-35,-14,-8,-13,-15,-6,-5,-2,8,-16,-17,-3,-4,-16,-19,-7,-17,-17,-13,-12,-10,-18,-3,-7,-954,-824,6
71,0,-20,-6,6,1,-8,-9,-9,-3,-3,4,-5,-3,-7,0,-4,-9,-10,-5,-5,-11,-7,0,1,-3,-5,-328,-503,1
517,0,-18,-16,-17,-16,-15,-16,-18,-31,-24,-13,-14,-20,-24,-25,-16,-27,-8,-15,-16,-21,-47,-15,-19,-14,-15,1856,-406,-56
1087,0,16,14,13,14,14,20,11,22,15,13,14,17,-3,26,15,19,15,15,12,17,31,6,13,6,12,-487,-2266,-12
394,0,-15,0,-6,1,-7,-7,-4,-4,-2,6,-5,-9,-3,-9,-6,-11,-3,-4,-5,-9,-15,-1,-11,-5,-5,-1712,708,11
583,0,-22,-26,-6,-7,-12,-12,-10,-12,-28,-4,-9,-14,-8,-36,-17,-12,-15,-15,-11,-14,-15,-10,-18,0,-17,-1420,1074,17
911,0,17,20,18,7,11,9,8,11,8,2,16,22,22,22,18,38,2,19,12,11,-23,13,15,-1,4,-3064,157,48
482,0,-22,-16,-25,-21,-25,-21,-19,-17,-10,-8,-19,-18,-17,-14,-24,-31,-14,-25,-24,-17,-44,-16,-20,-14,-12,1950,-1828,-40
500,0,10,12,-1,2,0,6,4,11,0,13,6,8,9,-7,-1,2,5,2,5,-1,-7,3,12,-3,3,-2600,3132,21
787,0,-15,-15,-17,-15,-19,-12,-13,-12,-1,-37,-14,-14,-13,-18,-20,-21,-20,-18,-19,-19,10,-11,-13,-8,-15,-1959,-514,19
724,0,-2,2,-3,-7,-5,-3,3,5,-3,-7,-9,-8,18,11,-10,-3,-9,-4,-13,-2,53,-10,-10,-7,-14,-4295,732,-4
480,0,-30,-24,-20,-31,-33,-22,-29,-20,-38,-185,-26,-23,-26,-38,-30,-34,-41,-31,-37,-33,-19,-14,-18,-16,-29,-3551,-2238,100
240,0,-36,-36,-44,-31,-37,-30,-43,-40,-33,201,-32,-35,-42,-27,-37,-31,-44,-39,-7,-38,-77,-32,-36,-36,-30,-3900,2900,40
577,0,3,3,1,5,4,3,3,-2,-12,-2,-1,-7,2,8,2,-14,6,5,8,4,-59,0,-7,-3,-3,1632,671,-48
1259,0,16,23,17,13,23,16,30,25,24,28,11,13,18,28,17,15,27,14,15,23,11,13,15,27,25,145,-150,0
243,0,-17,-22,-8,-9,-8,-14,-8,-21,-10,1,-12,-20,-9,-28,-7,-16,-10,-8,-6,-8,-18,-5,-25,-3,-17,2406,-684,-70
205,0,9,26,-9,-22,-10,-2,-12,0,-3,4,-3,6,-1,-9,-9,-8,-8,-8,-8,-8,-4,-6,15,-13,-1,-968,212,14
733,0,0,21,-22,-18,-9,-9,-5,3,11,-6,-9,0,-2,16,-17,-5,0,-13,-10,-4,11,-15,-7,-14,-5,2144,-1687,64
17,0,5,5,16,14,11,14,1,2,-7,-35,15,12,0,-10,15,11,-5,8,12,4,0,16,19,11,7,-2766,-2942,-110
526,0,-10,-31,-20,-4,-13,-5,-11,-3,-21,39,-14,-14,-15,-26,-18,-7,-10,-15,-6,-15,4,-15,-11,-12,-3,-2098,2966,10
1377,0,30,19,24,24,26,29,21,20,16,39,24,22,24,12,25,19,10,23,27,20,19,25,25,26,29,-498,-1036,-20
898,0,-12,-12,-13,-11,-13,-13,-10,-8,-7,-5,-11,-10,-6,-6,-17,-17,-5,-16,-12,-11,-3,-11,-9,-9,-10,4378,-904,29
377,0,-4,6,-9,-8,-7,-2,-1,2,-3,17,-7,-9,7,-4,-7,-8,2,-6,-5,-6,-6,-1,-7,-2,-3,-1504,-56,9
229,0,-13,-14,-17,-14,-15,-13,-7,-13,0,7,-15,-17,2,2,-16,-16,-8,-17,-10,-10,-25,-17,-20,-13,-14,2530,-806,-64
182,0,7,2,-6,-7,-2,8,4,22,-61,66,3,1,-10,16,5,-11,23,0,-10,4,-139,-8,-2,0,5,2839,-3840,-6
942,0,-23,-28,-28,-29,-26,-34,-25,-36,-28,-51,-20,-22,-18,-34,-28,-26,-30,-30,-23,-29,-142,-21,-25,-19,-38,2248,-902,60
386,0,-5,-9,-16,-25,-17,-13,-18,-14,-16,-12,-14,-13,-6,-24,-15,-17,-13,-11,-16,-17,-21,-11,-16,-16,-13,-1624,394,12
198,0,-21,-27,-10,10,-10,-3,-10,-5,-7,-2,-13,-18,-10,-13,-10,-10,-10,-10,-6,-9,-7,-8,-15,-7,-5,-1200,100,2
1050,0,-25,-5,-17,-23,-25,-19,-25,-22,-18,-25,-14,-17,-4,-13,-18,-19,-26,-19,-21,-27,-29,-21,-19,-23,-24,-244,-1036,6
590,0,4,5,0,-3,-2,2,2,5,-5,14,2,4,15,14,-3,4,4,-1,-1,-1,1,-2,3,-8,-2,-701,1058,16
519,0,-15,18,-17,-28,-14,-16,-12,-12,-17,21,-12,-12,1,-21,-19,-14,-12,-15,-16,-16,-9,-15,-18,-15,-23,-2213,2996,16
629,0,-14,-12,-7,-1,-6,-4,-5,-4,-50,-14,-9,-7,4,-15,-9,42,-3,-5,-10,-11,-49,-7,-10,-12,-14,-5123,1180,-22
429,0,-3,-16,-1,10,-4,5,0,6,-4,4,1,-3,-5,-3,1,-1,2,1,8,-2,-9,-1,-3,0,3,-2546,2026,16
1083,0,17,0,12,21,12,19,12,23,14,16,18,17,16,20,16,16,13,13,13,12,13,9,16,9,14,-69,-1410,-11
207,0,16,28,-6,-24,-6,1,-6,5,3,15,0,10,9,13,-6,-5,-2,-5,-6,-3,0,-4,14,-8,2,-889,174,15
491,0,-22,-3,0,5,-4,-6,-2,-1,-8,11,-6,-10,-7,-13,-6,-9,-6,-4,-5,-8,-20,-2,-12,0,-8,-2643,3242,20
137,0,10,7,8,9,11,12,10,9,1,0,9,9,10,17,10,24,17,10,14,6,-43,7,7,6,12,3168,2448,4
412,0,-15,-14,-17,-27,-21,-12,-27,-14,-89,43,-11,-19,-35,-15,-9,-41,-18,-13,-37,-16,-82,-11,-26,-19,-36,1329,-3818,65
792,0,1,6,-11,-9,-5,-5,-9,-7,-11,-25,-8,-5,-4,-10,-8,2,-6,-1,-5,-3,-1,-9,-11,-16,-5,1440,-2360,34
521,0,-17,-12,-17,-14,-13,-15,-15,-31,-21,-16,-14,-16,-50,0,-15,-23,-6,-13,-14,-17,-42,-11,-16,-7,-11,1760,231,-57
1186,0,13,6,19,6,18,10,16,14,6,28,9,12,9,15,16,10,20,15,8,13,18,13,10,14,13,2688,1724,1
1185,0,18,9,17,5,18,12,18,18,7,36,10,13,11,21,16,11,22,15,9,15,20,14,13,14,16,2554,1796,3
262,0,27,32,32,32,31,34,32,24,21,42,30,27,14,-2,31,26,28,30,36,34,26,34,30,32,31,1808,-682,-75
189,0,5,2,4,4,2,11,3,2,-7,34,7,2,-1,4,3,-6,6,1,10,6,-11,7,3,2,-3,2689,-2276,-68
733,0,16,10,4,12,10,13,10,9,3,-15,14,15,0,-19,4,21,5,10,14,11,45,11,8,11,4,-3312,-194,10
83,0,4,-2,-6,-14,-4,-2,-2,2,4,8,-4,-1,14,-13,-6,-6,-1,-6,-2,-6,0,4,-3,-4,4,176,-604,6
870,0,0,3,-6,-1,-3,-4,-6,1,-10,22,-5,-1,-6,27,-4,10,-3,-1,-10,1,-25,-7,-1,-9,-8,-3348,76,58
727,0,4,8,1,1,0,5,3,11,-5,-6,-3,0,9,13,-3,6,-3,1,-1,2,52,-2,2,-3,-2,-4266,285,0
20,0,10,12,5,6,8,5,4,8,5,8,4,5,8,-4,4,4,8,6,5,7,9,9,11,6,5,-642,-992,0
491,0,-27,-25,-15,-26,-20,-19,-21,-18,-31,-92,-22,-24,-25,-23,-24,-40,-19,-24,-31,-20,-53,-37,-26,-23,-26,3248,-3858,96
536,0,-20,-18,-28,-21,-24,-24,-25,-38,-35,-6,-21,-25,-28,-32,-22,-33,-21,-22,-19,-22,-57,-23,-19,-33,-24,1600,2008,-50
440,0,-12,-7,-8,0,-10,-4,-12,-10,0,28,-2,-3,-12,-16,-5,-5,-6,-6,-1,-9,5,-2,-2,-10,2,-205,-460,-54
399,0,-26,-28,-32,-42,-39,-32,-45,-44,-100,52,-20,-38,-29,-51,-25,-76,-35,-28,-54,-34,-128,-27,-40,-34,-54,2834,-4038,76
439,0,-12,-9,-9,-3,-10,-6,-12,-12,-1,27,-3,-5,-10,-11,-7,-6,-7,-8,-4,-10,3,-3,-6,-10,-3,-60,-670,-54
973,0,6,-9,-27,-26,-14,-15,-12,-12,-1,-9,-14,-14,15,-12,-18,-16,-16,-17,-20,-12,-10,-20,-15,-15,-17,433,-938,14
289,0,-36,-42,-42,-29,-45,-43,-47,-58,4,-79,-32,-30,-55,-29,-43,-34,-34,-37,11,-40,-20,-36,-40,-46,-43,-3828,-3392,49
883,0,-11,-14,-13,-5,-9,-12,-9,-9,-8,0,-8,-8,-2,-2,-13,-14,-9,-14,-9,-8,-3,-9,-10,-9,-11,4384,-626,28
1098,0,4,7,12,19,10,17,2,9,-8,-8,10,9,-19,7,14,14,5,13,11,11,-7,4,13,6,11,-437,-2132,-12
156,0,-17,-23,-10,-10,-11,-13,-13,-14,-17,-14,-10,-11,-26,-28,-12,-13,-15,-13,-11,-11,-12,-2,-17,-6,-16,1655,-452,6
350,0,-46,-47,-49,-45,-53,-49,-55,-54,-52,-105,-41,-48,-49,-41,-46,-71,-50,-44,-48,-45,-4,-38,-55,-45,-55,194,2160,66
886,0,5,-1,-13,-11,-6,-8,-3,-4,-2,5,-7,-2,-4,9,-12,-10,-2,-11,-5,-4,2,-7,1,-5,-8,4454,-524,32
499,0,-16,-11,-11,-18,-10,-8,-13,-18,-21,-23,-13,-18,-14,-24,-16,-27,0,-14,-29,-13,-36,-27,-16,-21,-18,2808,-3830,86
92,0,28,30,28,18,23,37,17,36,12,24,19,25,16,54,27,26,11,24,0,18,6,11,39,16,34,-2911,-1698,-96
979,0,-1,2,2,-6,1,-1,2,5,-1,-12,3,2,8,8,1,-14,1,-1,-12,-2,53,7,-4,6,3,-2560,985,48
1498,0,49,32,20,11,23,30,26,35,20,-44,14,20,37,55,29,15,25,27,33,27,-3,16,28,18,43,-2495,-60,-31
34,0,11,10,17,23,19,12,18,21,39,0,1,14,9,24,14,54,2,19,29,15,48,11,19,16,35,-3148,2862,-34
83,0,26,27,26,29,26,21,24,18,24,3,23,25,22,29,24,42,22,29,44,22,24,21,24,22,27,3400,2740,-22
1474,0,19,-2,12,4,5,16,7,7,6,-27,3,6,3,-25,15,2,-9,12,10,5,12,4,25,2,35,-2618,-2698,-60
148,0,13,12,8,9,11,14,6,9,-25,14,9,12,2,6,9,24,18,9,9,10,-80,7,15,5,16,3072,2326,-10
458,0,12,12,-7,-18,-2,0,1,5,5,11,-6,1,6,-2,-5,-1,3,2,-3,0,-8,-4,-6,-11,3,-2648,1636,14
146,0,4,2,0,0,4,5,-2,-3,-33,0,1,2,-3,-9,2,18,8,1,2,1,-87,0,5,-2,5,3133,2384,-7
78,0,2,-6,-14,-7,-11,-5,-10,-3,-4,-2,-2,-1,-1,-15,-9,-10,-9,-11,-5,-12,-6,-6,6,-6,-3,-112,-504,8
414,0,-13,-12,-14,-25,-19,-9,-24,-7,-83,23,-9,-15,-34,-13,-8,-38,-15,-12,-35,-14,-71,-8,-22,-17,-33,72,-3678,66
1056,0,2,3,11,10,4,9,2,3,8,0,13,9,15,5,11,8,0,9,6,-1,3,3,7,1,4,-552,-1036,2
906,0,-4,-20,-8,1,-8,-3,-3,-3,-2,-2,-5,-9,8,-4,-7,-7,-1,-8,0,-5,5,-8,-6,-3,-2,4246,-1082,26
64,0,6,6,5,2,4,11,4,14,11,14,5,5,17,13,3,2,0,1,-11,-1,-43,5,11,7,3,-4446,-1213,-98
715,0,0,4,2,1,3,7,10,11,3,-2,0,3,-15,1,-3,-1,-1,2,-10,7,90,2,-1,5,-1,-4362,755,0
196,0,13,11,-4,0,2,6,-9,2,-65,64,12,6,1,13,8,-11,26,2,-14,13,-142,6,7,-6,-5,2806,-4514,22
380,0,-7,2,4,-1,-2,2,0,5,-2,19,-5,-8,4,1,2,-3,4,2,0,-3,-2,6,-7,2,1,-1501,99,8
947,0,1,-17,11,22,8,4,6,5,11,-1,8,1,14,6,11,8,4,11,11,7,6,8,-2,9,1,496,-416,6
213,0,-5,-5,-7,-7,-8,-2,-5,-1,4,25,-8,-6,-2,7,-4,-6,-2,-8,-2,-4,-26,-6,-4,-5,6,2600,-1506,-65
461,0,-16,-12,-7,-6,-6,-13,-6,-13,5,-24,-10,-14,-5,-20,-7,-8,-5,-6,-8,-8,3,-6,-20,-8,-15,2042,-2942,-52
715,0,-2,1,6,9,6,0,3,10,7,12,3,7,-4,16,2,11,3,5,4,7,5,1,1,0,-2,1126,-1137,65
415,0,-6,-3,2,2,5,-3,3,-2,12,23,-6,-4,-5,-5,0,3,6,2,8,8,21,1,-10,-3,3,1390,-648,-82
686,0,14,23,-5,-9,7,-2,9,16,9,2,-10,-4,20,14,-5,9,12,5,-2,11,6,-1,-9,0,-9,798,-1112,-30
65,0,18,14,12,13,13,11,21,20,36,-35,11,17,25,1,14,38,30,16,5,15,55,11,23,18,24,3028,2884,-8
1293,0,9,1,23,21,19,18,23,15,29,17,14,10,16,16,20,16,15,15,14,15,18,13,15,23,19,-2810,-1984,-10
305,0,-22,-4,-18,-21,-19,-17,-15,-12,-7,2,-13,-16,10,6,-19,-23,-12,-23,-22,-17,-16,-13,-21,-17,-19,-1530,-1003,16
209,0,3,24,-1,-22,-5,-3,-3,3,3,18,-3,5,4,22,-4,-5,-1,-3,-8,-2,-1,0,-1,-4,-3,-792,220,14
1487,0,40,19,12,-1,15,16,16,11,9,-46,10,12,24,27,16,4,16,19,14,18,-10,10,13,14,19,-2556,-1835,-28
722,0,2,4,-1,-5,0,1,9,5,0,-7,-2,-3,21,0,-6,-1,-6,-1,-12,3,61,-4,-9,0,-10,-4327,629,-4
476,0,-30,-24,-22,-34,-30,-25,-31,-24,-44,-170,-26,-26,-28,-40,-28,-32,-45,-30,-40,-33,-21,-15,-25,-18,-40,-806,-1474,100
89,0,2,1,2,-11,-1,5,-11,2,-17,-14,-4,-4,8,9,1,-4,-18,-2,-30,-9,-26,-11,4,-9,-6,-3274,-1626,-94
885,0,1,-8,-14,-8,-7,-9,-5,-5,-4,4,-7,-4,-3,5,-12,-11,-4,-12,-6,-5,0,-7,-2,-6,-9,4419,-517,30
246,0,-23,-22,-32,-19,-32,-15,-29,-21,-3,191,-24,-22,-36,10,-26,-20,-22,-25,-8,-21,-69,-24,-21,-30,-11,-4398,2421,40
917,0,18,40,14,0,12,15,12,13,19,24,11,15,9,14,17,19,15,17,18,15,22,7,17,5,18,3144,-1140,17
62,0,28,25,22,24,24,23,31,34,48,-22,21,28,34,10,25,51,44,27,20,26,65,20,32,25,40,3876,2908,-13
161,0,-7,-4,-11,-15,-10,-10,-7,-8,-16,60,-12,-18,9,10,-12,-21,-7,-11,-17,-10,-53,-11,-15,-6,-22,2958,-1954,-79
191,0,12,10,-11,-15,-7,0,-5,1,-2,6,-4,2,1,7,-5,-6,-4,-7,-4,-4,-3,-6,11,-10,0,-1266,-268,4
510,0,-26,-23,-30,-24,-27,-26,-28,-29,-31,-6,-24,-27,-19,-15,-26,-39,-30,-26,-22,-26,-56,-28,-31,-32,-23,1832,1446,-52
528,0,-45,-37,-45,-39,-39,-41,-42,-56,-51,-48,-44,-36,-86,-56,-41,-48,-35,-38,-38,-40,-63,-30,-30,-52,-15,1779,-219,-58
1265,0,4,6,3,2,8,3,12,9,14,13,0,0,19,5,4,3,11,1,-1,7,10,3,4,11,8,-756,-546,0
483,0,9,-6,-23,-19,-12,-5,-7,-1,-1,10,-12,-10,9,-3,-17,-12,-6,-13,-10,-11,-12,-11,-11,-13,-12,-1660,3346,14
915,0,-1,14,2,-5,0,2,1,-2,6,8,0,0,0,-4,5,5,2,4,6,2,10,-3,-3,-3,3,3371,-1114,16
99,0,8,4,2,7,5,1,5,0,0,-5,4,5,5,9,3,8,10,5,20,2,-20,0,7,5,16,3521,2659,-4
277,0,-5,-24,-22,-19,-18,-13,-14,-11,-9,-5,-14,-13,-9,-17,-16,-17,-12,-19,-15,-16,-14,-16,-9,-12,-11,-966,-1026,7
988,0,2,-2,16,13,8,7,5,2,-1,-5,11,7,1,-1,13,5,3,10,11,8,5,9,6,5,1,290,-918,12
1456,0,-5,30,13,0,4,1,7,-4,11,9,4,1,14,21,7,3,-13,8,15,0,-4,2,-3,4,-5,-2629,-2932,-30
396,0,-6,-1,-4,-4,-3,-2,-1,-2,14,17,-5,-4,-3,-9,-4,-2,1,-3,-2,0,-11,2,-7,-4,-1,2150,-443,-80
689,0,3,7,7,10,7,11,11,14,23,-38,7,5,-3,4,0,-17,3,7,1,6,68,3,0,1,-3,-4606,-102,-2
571,0,-13,-12,-17,-21,-14,-19,-6,-9,-9,0,-17,-15,-6,-7,-20,-16,-13,-17,-19,-14,-12,-12,-21,-7,-21,-2366,1488,20
993,0,37,19,-7,1,5,14,6,13,21,17,16,21,18,17,8,10,11,6,11,11,16,0,27,-9,11,363,-1240,21
1405,0,-14,10,11,0,4,1,4,-5,-3,197,4,-6,16,0,7,-9,-28,3,-3,-2,4,2,-10,5,-1,-1088,-1584,-38
1402,0,-15,4,7,-5,0,1,0,-4,-1,113,-6,-11,14,10,1,-7,-19,-2,-5,-5,3,-7,-9,-7,3,-1058,-1550,-42
585,0,-19,-33,-17,-16,-19,-18,-16,-19,-34,-9,-15,-18,-7,-32,-24,-18,-20,-22,-18,-21,-21,-17,-23,-9,-24,-1144,1056,16
639,0,-19,-23,-20,-11,-15,-9,-11,-8,-75,-28,-13,-7,-18,-13,-17,45,-11,-15,-22,-24,-55,-12,-12,-6,-4,-5042,1149,-12
494,0,-20,-16,-11,-20,-14,-12,-18,-15,-27,-51,-17,-19,-21,-29,-18,-34,-10,-16,-26,-15,-59,-38,-20,-25,-19,3742,-3589,88
1349,0,20,37,32,26,21,26,20,21,24,13,25,25,23,26,28,22,16,24,34,24,1,19,35,17,25,15,-759,-6
529,0,-46,-38,-46,-40,-40,-42,-43,-57,-51,-48,-45,-37,-87,-62,-42,-49,-36,-39,-39,-41,-64,-31,-30,-55,-14,1757,-74,-58
674,0,15,6,15,20,19,13,17,26,13,10,7,10,2,24,15,17,17,17,14,16,13,10,16,14,7,428,-1168,-40
285,0,-31,-36,-37,-23,-38,-36,-40,-48,9,-10,-25,-23,-44,-21,-38,-26,-35,-34,25,-29,-6,-31,-39,-40,-35,-3904,1880,50
855,0,-30,-42,-45,-37,-39,-33,-38,-27,-35,-27,-37,-36,-17,-30,-41,-40,-33,-39,-37,-37,-27,-43,-38,-43,-27,1474,-1080,21
447,0,-14,-13,-2,-1,-10,-4,-5,-3,-13,-7,-10,-14,-8,-13,-5,-10,-6,-5,-4,-9,-14,-5,-7,-3,-5,-2393,1738,12
1421,0,29,43,34,27,33,37,35,36,35,29,25,27,18,48,37,36,33,33,38,37,40,26,27,27,36,-1372,750,-46
579,0,-7,-8,-10,-7,-8,-10,-8,-15,-28,-20,-11,-18,-5,-8,-11,-26,-6,-8,-4,-8,-72,-8,-17,-8,-17,1600,525,-46
117,0,18,15,9,2,12,14,10,8,-8,37,14,6,21,1,9,1,2,7,-5,1,-95,12,11,22,-7,-1608,-1168,-81
759,0,4,6,0,-2,-1,4,3,5,9,-7,0,2,1,22,-4,1,-4,1,-9,1,20,-1,-4,2,-4,-4012,-1716,6
175,0,32,28,28,17,27,35,26,38,-34,80,26,22,21,22,35,21,39,33,16,28,-87,20,18,18,23,2952,-4540,-17
886,0,7,10,4,-3,3,-1,3,-2,3,-15,5,6,14,-19,3,20,-8,5,4,2,-12,5,1,1,-10,-3224,-570,56
217,0,17,17,17,14,15,18,17,15,17,28,15,16,4,-2,16,12,14,15,20,17,-4,19,18,21,20,2600,-1137,-66
171,0,39,38,34,26,36,39,30,35,-27,59,34,28,20,25,38,29,39,38,22,30,-69,32,29,25,18,2882,-2654,-23
1247,0,14,10,3,-6,9,3,12,9,16,19,1,3,25,14,2,2,8,2,-3,6,19,0,4,11,7,626,86,5
294,0,-2,-7,13,15,9,13,11,18,15,24,6,8,-11,-7,11,5,12,6,9,8,10,12,13,17,24,-1772,-1626,5
588,0,-10,-25,-12,-13,-14,-12,-12,-14,-25,-7,-8,-11,5,-10,-16,-11,-13,-15,-13,-15,-14,-12,-16,-15,-22,-647,1082,16
1281,0,8,14,-6,-9,-2,1,3,0,13,2,0,1,21,7,-3,0,-3,-6,-6,0,-8,-5,6,2,5,-3114,-1304,0
240,0,-25,-37,-18,-9,-16,-22,-12,-30,-20,-7,-20,-32,-23,-44,-16,-27,-18,-18,-14,-15,-27,-10,-30,0,-28,2457,-432,-74
930,0,-11,0,0,-16,-8,-13,-3,-7,0,-19,-6,-7,2,-7,-4,-10,-7,-4,-14,-8,-98,-6,-15,0,-11,-2572,-374,55
504,0,-14,-13,-18,-13,-13,-16,-17,-21,-25,-2,-11,-18,-15,-15,-13,-27,12,-13,-8,-7,-43,-12,-23,-19,-23,1844,4076,-40
753,0,10,12,4,6,1,14,5,14,7,11,6,11,3,6,2,11,-5,6,-3,3,27,4,16,2,13,-4176,-1105,10
425,0,-1,8,-3,-10,-6,-3,1,4,-2,10,-4,-3,9,-8,-3,-6,1,-2,1,-5,-13,1,-5,-1,1,-2418,2082,20
534,0,-3,10,4,6,2,6,6,12,2,69,1,5,-11,-6,0,8,5,3,9,2,9,4,10,4,6,-2224,2837,5
1054,0,0,2,6,5,-1,5,0,2,13,6,8,3,29,12,6,5,-2,4,2,-5,-2,-2,2,-6,0,-368,-1082,4
366,0,-12,-13,-5,-8,-8,-7,-4,-10,5,3,-6,-9,-4,-27,-6,-8,-4,-7,-9,-5,39,2,-14,3,-3,-3194,-818,-94
